"","datetime","city","country","shape"
"25393",2002-12-06,"chicago","us","disk"
"41375",2010-04-16,"holt","us","disk"
"42095",2003-04-20,"phoenix","us","disk"
"62190",2000-07-13,"summit","us","disk"
"33253",2009-02-08,"erin",NA,"egg"
"41512",2005-04-17,"topeka","us","egg"
"60488",2013-06-08,"virginia beach","us","fireball"
"86103",2005-09-26,"panama city","us","flash"
"8320",2007-01-10,"glen ellyn","us","formation"
"68623",2003-07-04,"attleboro","us","formation"
"11242",2001-11-17,"monticello","us","light"
"31796",2001-02-26,"sun city","us","light"
"33421",2006-02-09,"coeur d&#39alene","us","light"
"70246",2013-07-06,"kalispell","us","light"
"76213",2002-08-22,"honolulu","us","light"
"75898",2013-08-21,"north berwick","us","other"
"7745",1992-10-08,"west chester","us","oval"
"57323",2012-06-24,"athens","us","oval"
"79771",2000-08-07,"katy","us","oval"
"53870",2011-06-14,"long lane","us","sphere"
"19673",2008-12-12,"mahwah","us","unknown"
"55591",2013-06-18,"fayetteville","us","unknown"
"45526",2008-04-09,"clifford","us",NA
"53729",1999-06-14,"ontario","us",NA
"15146",2007-11-29,"duluth","us","disk"
"47260",2007-05-15,"rexford","us","disk"
"18438",2013-11-09,"leavenworth","us","fireball"
"31191",2010-02-22,"swarthmore","us","flash"
"71021",2010-07-09,"rangeley","us","oval"
"35063",2001-03-15,"seattle","us",NA
"80404",2004-08-09,"mesa","us","cigar"
"21062",2011-12-19,"simpsonville","us","changing"
"35735",2006-03-18,"myrtle beach","us","fireball"
"29500",1977-02-15,"ft. knox",NA,"light"
"30566",2006-02-20,"tirau",NA,"changing"
"32026",2008-02-27,"austin","us","chevron"
"70968",2005-07-09,"bristol (uk/england)","gb","cylinder"
"17642",1997-01-18,"babson park","us","diamond"
"65114",2005-07-21,"columbus","us","disk"
"24520",2012-12-03,"goshen","us","fireball"
"44020",2005-04-29,"wilmington","us","fireball"
"44053",2006-04-29,"portland","us","fireball"
"44317",2014-04-30,"portland (northeast area)","us","flash"
"64962",2010-07-20,"surfside beach","us","formation"
"17150",2012-11-06,"boulder","us","light"
"35461",2012-03-16,"atlanta","us","light"
"86757",2002-09-29,"holton","us","light"
"60079",1972-06-07,"lyndhurst","us","oval"
"32769",2011-02-05,"oxford","us","triangle"
"36644",2005-03-22,"tartu (estonia)",NA,"triangle"
"40343",2010-04-12,"rutland","us","triangle"
"17063",2009-01-16,"laconner/conway (between)",NA,NA
"66666",2010-07-26,"vacaville","us",NA
"35297",2014-03-15,"hermann","us","circle"
"57756",2010-06-26,"appleton","us","circle"
"48654",2006-05-22,"deadwood","us","disk"
"48495",2007-05-02,"davis","us","circle"
"61804",2011-07-01,"carrie","us","circle"
"64223",1999-07-18,"robbins","us","circle"
"49020",2011-05-24,"bay city","us","light"
"39005",2002-03-07,"london (uk/england)","gb","triangle"
"84010",2009-09-19,"forestburgh",NA,"cigar"
"46002",2013-05-11,"denver","us","circle"
"77102",2010-08-25,"lake chelan",NA,"circle"
"70516",2009-07-07,"pueblo west","us","egg"
"12131",2001-01-01,"monroeville to seven springs",NA,"fireball"
"20607",2011-12-16,"lamartine","us","flash"
"48721",2011-05-22,"florissant","us","flash"
"5081",2013-10-25,"baltimore","us","formation"
"14020",2013-11-23,"allentown","us","formation"
"58851",1997-06-30,"port perry (canada)","ca","light"
"66881",2009-07-27,"flower mound","us","light"
"9291",2006-11-01,"wichita falls","us","rectangle"
"51243",2002-05-08,"gig harbor","us","triangle"
"56353",2009-06-21,"bridgeton","us","unknown"
"65626",2007-07-22,"wheat ridge","us","triangle"
"27765",2002-01-07,"fort frances (canada)","ca","disk"
"75885",2012-08-21,"yahk (canada)","ca","flash"
"17854",2007-11-08,"el cajon","us","formation"
"1812",2011-10-14,"sebring","us","light"
"63955",2001-07-17,"montreal (canada)","ca","light"
"35457",2012-03-16,"westville","us","other"
"88388",1999-09-08,"desert aire (mattawa)","us","other"
"6034",2001-10-30,"charlotte","us","sphere"
"78053",2010-08-29,"milwaukee","us","unknown"
"18897",2013-12-10,"evans","us","circle"
"58379",2012-06-29,"portland","us","fireball"
"16939",2004-01-16,"lake hopatcong","us","triangle"
"13568",2014-01-12,"annapolis valley (canada)",NA,"flash"
"57121",2013-06-23,"worthington","us","other"
"27828",2007-01-07,"pictou (canada)","ca","other"
"37532",2012-03-27,"wrightsville beach","us","triangle"
"79180",2012-08-04,"london (canada)","ca","circle"
"30473",2014-02-19,"tucson","us","light"
"10099",2001-11-14,"los angeles","us","circle"
"14009",2013-11-23,"pinole","us","light"
"57914",2006-06-27,"oklahoma city","us","light"
"59594",1991-06-05,"brawley (rest stop close to; near yuma)","us","light"
"70583",2012-07-07,"penn yan","us","light"
"86092",2004-09-26,"englewood","us","sphere"
"37538",2012-03-27,"palos park","us","triangle"
"52347",1976-06-01,"upper saddle river","us","disk"
"64748",1995-07-20,"mandan (south of)","us","other"
"44759",2006-04-05,"newhall","us","circle"
"11965",1966-01-01,"flagstaff","us","disk"
"36162",2011-03-20,"concord","us","light"
"1907",1968-10-15,"shadyside",NA,"oval"
"3676",2011-10-20,"dania beach","us","oval"
"3784",2001-10-21,"whycocomagh (canada)","ca","oval"
"6546",2008-10-31,"erie","us","oval"
"11529",2003-11-18,"roskilde (denmark)",NA,"oval"
"80722",2007-09-10,"ca&ccedil;ador (brazil)",NA,"triangle"
"34710",1995-03-14,"north judson","us",NA
"69059",2010-07-04,"edmonds","us","cylinder"
"26190",2008-12-08,"longview","us","diamond"
"24123",2013-12-31,"chesterfield","us","oval"
"64070",2009-07-17,"kennewick","us","oval"
"62445",2013-07-13,"missoula","us","triangle"
"71085",2013-07-09,"franklin","us","triangle"
"2566",2003-10-16,"seattle","us",NA
"29826",2000-02-16,"walkerton","us","light"
"41884",2005-04-19,"wilmington","us","light"
"49147",2008-05-25,"charlotte","us","unknown"
"87995",2002-09-06,"lawrence","us","circle"
"88006",2002-09-06,"mesa","us","circle"
"66649",2009-07-26,"lincoln","us","light"
"43464",2004-04-26,"st. petersburg beach",NA,"light"
"87131",2007-09-30,"west point",NA,"cigar"
"16588",2007-11-05,"mount vernon","us","circle"
"27518",2013-01-05,"santa monica","us","circle"
"61566",1997-07-01,"kilgore","us","circle"
"65447",2011-07-02,"ramona","us","circle"
"60291",1970-06-08,"not sure",NA,"disk"
"17246",1998-11-07,"wanaque","us","fireball"
"62392",2012-07-13,"east moriches","us","fireball"
"66091",2008-07-24,"aztec","us","fireball"
"62437",2013-07-13,"st. charles","us","formation"
"71514",2000-08-11,"mammoth cave national park",NA,"formation"
"18065",2013-11-08,"copenhagen (denmark)",NA,"light"
"70930",2004-07-09,"robertsville","us","light"
"60970",2010-07-10,"halifax (canada)","ca","other"
"22757",2009-12-25,"calhoun","us","oval"
"49401",2013-05-26,"saint petersburg","us","oval"
"35573",2005-03-17,"millstone","us","rectangle"
"70015",2001-07-06,"allentown","us","rectangle"
"51705",2007-06-10,"tybee island (traveling toward)","us","sphere"
"15597",2006-11-03,"hyde park","us","triangle"
"83185",2006-09-16,"orem","us","unknown"
"12892",2008-11-20,"ft. myers","us",NA
"709",1998-10-01,"del mar","us","fireball"
"51678",2004-06-10,"montville","us","changing"
"46133",1997-05-01,"kitchener (canada)","ca","triangle"
"67206",2012-07-28,"upland","us","cross"
"11114",2012-11-16,"philippines",NA,"fireball"
"41261",2004-04-16,"dingmans ferry","us","changing"
"24483",2010-12-03,"miami/fort lauderdale",NA,"light"
"48012",2013-05-19,"ladysmith","us","light"
"70509",2009-07-07,"alvin","us","other"
"65811",2003-07-23,"memphis (near)","us","unknown"
"70118",2009-07-06,"columbia","us","unknown"
"50265",2000-05-03,"pittsville","us","circle"
"72485",2004-08-12,"miami","us","formation"
"19386",2008-12-01,"fort smith","us","light"
"9163",2001-11-01,"tallahassee","us","triangle"
"66260",2000-07-25,"holbrook","us","triangle"
"1408",2003-10-13,"craig","us","triangle"
"83482",2011-09-17,"naperville","us","light"
"28502",2001-02-11,"kansas city (suburb of)","us","triangle"
"49330",2009-05-26,"oak island","us","light"
"56118",2010-06-20,"rockford","us","circle"
"2634",2009-10-16,"tulsa","us","light"
"53265",2013-06-01,"denver","us","sphere"
"51804",1969-06-11,"port hope (canada)","ca","sphere"
"40268",2003-04-12,"portageville","us","disk"
"77416",2012-08-26,"edmonds","us","flash"
"18118",1997-11-09,"newport (coast range&#44 east of)","us","formation"
"4351",2012-10-22,"spokane","us","light"
"29201",2010-02-13,"coggeshall (uk/england)","gb","light"
"29207",2011-02-13,"richmond","us","light"
"40453",2002-04-13,"atenas (costa rica)",NA,"other"
"24806",2009-01-24,"manchester","us","unknown"
"32699",2005-02-05,"monroeville","us","unknown"
"47214",2005-05-15,"fresno","us","other"
"38553",2012-03-04,"soulsbyville","us","changing"
"66955",2012-07-27,"st. peters","us","circle"
"77692",1997-08-28,"hot springs","us","circle"
"52216",1971-06-01,"berne","us","disk"
"61292",1960-07-01,"unknown",NA,"disk"
"31323",2003-02-23,"oswestry (uk/england)","gb","egg"
"41673",2001-04-18,"lincoln","us","fireball"
"60942",2010-07-10,"tyler","us","fireball"
"70599",2012-07-07,"fairfield","us","fireball"
"53958",1956-06-15,"tulsa","us","flash"
"1900",1967-10-15,"saugus","us","light"
"31223",2013-02-22,"san diego","us","light"
"38178",2008-03-31,"cape town (south africa)",NA,"light"
"47427",2004-05-16,"gallup","us","light"
"47428",2004-05-16,"north vancouver (canada)","ca","light"
"68976",2010-07-04,"beaver falls","us","light"
"8816",2005-11-11,"east patchogue","us","other"
"73932",2006-08-15,"tensed (near)","us","other"
"86743",2001-09-29,"las vegas","us","other"
"21568",2008-12-21,"mexico",NA,"sphere"
"58612",1973-06-30,"salinas (uruguay)",NA,"sphere"
"62705",2012-07-14,"hallsville","us","sphere"
"26672",2003-01-30,"columbus","us","teardrop"
"26703",2008-01-30,"santa rosa","us","teardrop"
"10618",2009-11-15,"philippi","us","unknown"
"67284",2002-07-29,"santa cruz","us","unknown"
"60468",2013-06-08,"waverly","us","changing"
"65429",2010-07-02,"jacksonville","us","triangle"
"5037",2011-10-25,"bernardsville","us","fireball"
"25006",2000-01-25,"gold bar","us","cigar"
"54021",1965-06-15,"st. marys","us","disk"
"70640",2013-07-07,"richmond (south of)","us","disk"
"16614",2008-01-15,"springhill","us","fireball"
"66477",2013-07-25,"the dalles","us","fireball"
"69489",2013-07-04,"washington","us","fireball"
"59075",2007-06-30,"north pole","us","formation"
"59358",2009-06-03,"hayden","us","formation"
"78233",2003-08-30,"sisseton","us","formation"
"9397",2010-11-01,"tracy","us","light"
"15569",2005-01-13,"stevens point","us","light"
"18899",2013-12-10,"spring hill","us","light"
"24259",2000-12-03,"anthem",NA,"light"
"24703",2005-01-24,"wimberley","us","light"
"30210",2005-02-18,"batavia (near)","us","light"
"55629",1999-06-19,"sacramento","us","light"
"76527",2008-08-23,"bitburg (germany)","de","sphere"
"8366",2010-01-10,"tularosa","us","other"
"85211",2010-09-22,"wilmington","us","oval"
"1615",1974-10-14,"oran","us",NA
"9925",2009-11-13,"cincinnati","us","fireball"
"59473",2004-06-04,"otterville (canada)",NA,"light"
"22934",2001-12-26,"montgomery","us","triangle"
"82594",1978-09-15,"wootton bridge&#44 isle of wight (uk/england)",NA,"triangle"
"26437",2005-01-29,"carson","us","unknown"
"18844",2008-12-10,"morehead","us","light"
"9587",1999-11-12,"denver","us","rectangle"
"67608",2007-07-30,"mackinaw city","us","cigar"
"28513",2002-02-11,"portland","us","disk"
"28216",2008-01-09,"lancaster","us","light"
"35281",2013-03-15,"auckland (new zealand)",NA,"oval"
"40517",2009-04-13,"shepherd","us","triangle"
"48408",2012-05-21,"burbank/glendale",NA,"unknown"
"27935",1995-01-08,"horton","us",NA
"10279",1964-11-15,"memphis","us","sphere"
"31983",2004-02-27,"decker lake (canada)","ca","disk"
"1935",1974-10-15,"memphis","us","cigar"
"54442",1993-06-15,"stony brook","us","circle"
"73372",1968-08-15,"yosemite pass (in the valley over; nr. nv border)",NA,"disk"
"85739",2012-09-24,"riva","us","fireball"
"46675",2007-05-13,"chennai (india)",NA,"formation"
"21841",2009-12-02,"terre haute","us","light"
"27840",2007-01-07,"snohomish","us","light"
"40561",2013-04-13,"carney","us","light"
"42155",2008-04-20,"paris","us","light"
"45843",1999-05-11,"wichita","us","light"
"59350",2008-06-03,"brookfield","us","light"
"67683",2011-07-30,"toledo","us","light"
"67700",2012-07-30,"brightwaters","us","light"
"68819",2008-07-04,"prairieville","us","light"
"47353",2013-05-15,"chester","us","other"
"50953",2007-05-06,"new york city (queens)","us","oval"
"34712",1996-03-14,"shafter","us","unknown"
"30358",2003-02-19,"springfield","us","unknown"
"64171",2013-07-17,"wichita","us","triangle"
"86452",1966-09-28,"coventry","us","circle"
"3657",2010-10-20,"varberg (sweden)",NA,"other"
"51453",2008-05-09,"howell","us","light"
"15320",2005-11-30,"princeton","us","circle"
"48592",1999-05-22,"andrade",NA,"fireball"
"4770",2008-10-24,"indianapolis","us","light"
"23674",2006-12-30,"san rafael","us","unknown"
"3205",2000-10-19,"pickering (canada)","ca","circle"
"61647",2001-07-01,"victoria (canada)","ca","cylinder"
"36253",1998-03-21,"ten sleep (outside of)","us","disk"
"26232",2011-01-28,"jerusalem (israel)",NA,"sphere"
"71061",2011-07-09,"wisconsin dells","us","sphere"
"55316",2009-06-17,"s. charleston",NA,"teardrop"
"11973",1968-01-01,"da nang (viet nam)",NA,"unknown"
"17939",2010-11-08,"huntingdon","us","unknown"
"6736",2006-10-03,"newburgh","us","sphere"
"57282",2010-06-24,"fresno","us","unknown"
"24131",2013-12-31,"longwood","us","sphere"
"76883",2013-08-24,"chatham","us","circle"
"22877",2013-12-25,"woonsocket","us","fireball"
"77135",2011-08-25,"wellesley island",NA,"circle"
"61713",2007-07-01,"ooltewah","us","changing"
"37717",1966-03-29,"roscoe","us","chevron"
"59561",2013-06-04,"damascus","us","cigar"
"55205",1997-06-17,"roswell","us","circle"
"23628",1999-12-30,"winnipeg (canada)","ca","diamond"
"41490",2002-04-17,"fresno","us","disk"
"21703",2002-12-02,"blainsport","us","fireball"
"25000",2000-01-25,"montevideo (uruguay)",NA,"fireball"
"77457",2000-08-27,"toronto (canada)","ca","fireball"
"7323",2013-10-05,"rockaway beach","us","light"
"7325",1973-10-06,"el centro (a few miles west of)","us","light"
"11093",2012-11-16,"vandalia","us","light"
"74349",2012-08-16,"middletown","us","light"
"74363",2012-08-16,"mandeville","us","light"
"76120",2013-08-02,"franklinville","us","oval"
"41738",2009-04-18,"holland","us","rectangle"
"75004",2002-08-19,"sunset beach","us","rectangle"
"533",1961-10-01,"toledo","us","sphere"
"765",2002-10-01,"snohomish","us","sphere"
"9487",2012-11-01,"leighton buzzard (uk/england)","gb","sphere"
"9756",2012-11-12,"boston","us","sphere"
"22641",1998-12-25,"fountain hills","us","sphere"
"32944",2012-02-06,"hamburg","us","sphere"
"76208",2002-08-22,"crystal lake","us","unknown"
"58022",1995-06-28,"irving","us",NA
"61976",2003-07-12,"greenlaw (uk/england)","gb",NA
"82973",2010-09-15,"westeren springs",NA,NA
"41682",2002-04-18,"port orchard","us","chevron"
"4514",2008-10-23,"evant","us","circle"
"23376",2012-12-28,"northridge","us","teardrop"
"6262",1995-10-31,"regina (canada)","ca","triangle"
"38585",1997-03-05,"las vegas","us","light"
"40878",1983-04-15,"brisbane (qld&#44 australia)","au","changing"
"71984",1995-08-01,"van nuys","us","changing"
"18811",2007-12-10,"albany (near)","us","cigar"
"36466",2005-03-02,"milton","us","cigar"
"64117",2011-07-17,"ashburn","us","cigar"
"73026",2013-08-13,"fort dodge","us","cigar"
"4796",2011-10-24,"comer","us","circle"
"4824",2012-10-24,"myrtle beach","us","circle"
"16462",2003-01-15,"fair oaks","us","circle"
"17283",2001-01-17,"west warwick","us","circle"
"23659",2004-12-30,"albany (western australia)","au","circle"
"54345",1984-06-15,"hamadan (iran)",NA,"circle"
"67085",2003-07-28,"houston","us","circle"
"64139",2012-07-17,"meredith","us","cylinder"
"77897",2012-08-28,"houston","us","cylinder"
"41791",2013-04-18,"exeter","us","diamond"
"72173",2006-08-01,"dallas","us","fireball"
"81532",2007-09-01,"tacoma","us","fireball"
"5323",1975-10-27,"limestone","us","light"
"8296",2005-01-10,"marathon","us","light"
"24793",2009-12-04,"conway","us","light"
"24799",2009-12-04,"buffalo","us","light"
"32286",2004-02-29,"mission (canada)","ca","light"
"33841",2008-03-11,"keene","us","light"
"46222",2005-05-01,"portland","us","light"
"48359",2008-05-21,"cuba","us","light"
"49274",2001-05-26,"big bear",NA,"light"
"56057",2007-06-20,"cookeville","us","light"
"56337",2008-06-21,"coos county",NA,"light"
"66074",2008-07-24,"spokane valley","us","light"
"66551",2002-07-26,"waldorf",NA,"light"
"67131",2007-07-28,"berkeley","us","light"
"77791",2007-08-28,"keaau","us","light"
"80769",2011-09-10,"point pleasant","us","light"
"85481",2009-09-23,"bradenton","us","light"
"11755",2002-11-19,"bradenton","us","other"
"17374",2005-11-07,"navarre","us","other"
"72439",2002-08-12,"rochester","us","other"
"81381",1999-09-01,"chico","us","other"
"82049",2002-09-13,"manchester (uk/england)","gb","oval"
"28387",2006-02-10,"brentwood","us","sphere"
"61858",2013-07-01,"seattle","us","sphere"
"69353",2012-07-04,"toppenish","us","sphere"
"83908",2006-09-19,"henning","us","sphere"
"85615",2003-09-24,"new york city (brooklyn)","us","sphere"
"20278",2001-12-15,"moreno valley","us","triangle"
"71445",2013-08-10,"columbus","us","triangle"
"81702",1977-09-12,"gabbs","us","triangle"
"5987",1968-10-30,"loring afb",NA,"unknown"
"6814",2010-10-03,"dubuque","us","unknown"
"6893",1999-10-04,"broomfield","us","unknown"
"23133",2006-12-27,"richmond","us","unknown"
"41323",2008-04-16,"nye county (central)",NA,"unknown"
"80022",1967-08-08,"oxford (uk/england)","gb","unknown"
"77815",2008-08-28,"hanalei","us","light"
"33857",2010-03-11,"havre","us","light"
"70505",2008-07-07,"indianapolis","us","disk"
"7993",2002-10-09,"lone pine","us","circle"
"49060",1980-05-25,"dekalb","us","circle"
"26502",2008-01-29,"north franklin","us","cross"
"25024",2002-01-25,"new providence","us","cylinder"
"88317",2011-09-07,"hemet","us","diamond"
"5394",2005-10-27,"jacksonville","us","disk"
"6552",2009-10-31,"indianapolis","us","fireball"
"44560",2005-04-04,"wentzville","us","fireball"
"70795",2010-07-08,"peoria/canton (between)",NA,"fireball"
